"","GEOID","ct_x","ct_y"
"1338",48187,-97.9486509926,29.5830140321
"1339",53029,-122.575284459,48.1629425384
"1340",54037,-77.8627534186,39.3075735122
"1341",51153,-77.4776684738,38.7016687316
"1342",42029,-75.7484209284,39.9730935143
"1343",54055,-81.1114373616,37.4054961698
"1344",47145,-84.5232020329,35.8478464864
"1345",53009,-123.9342253,48.1104180116
"1346",53065,-117.855159179,48.3990761629
"1347",19177,-91.949999406,40.7532344444
"1348",31073,-99.830699628,40.5148334846
"1349",28095,-88.4804922345,33.8922719497
"1350",12033,-87.3413851323,30.6144510981
"1351",48439,-97.2912341732,32.7715399682
"1352",24033,-76.8472773398,38.8294433055
"1353",51169,-82.6029351007,36.7143073616
"1354",48239,-96.5776972113,28.9542228487
"1355",40085,-97.2441546351,33.9499048379
"1356",13289,-83.427015333,32.6672073535
"1357",39099,-80.7762465761,41.0146503056
"1358",1087,-85.6927277022,32.3859653892
"1359",17191,-88.4256177684,38.4295500179
"1360",48437,-101.73502007,34.5303852883
"1361",29151,-91.8618735239,38.4603556197
"1362",17089,-88.4286178463,41.9389171499
"1363",6017,-120.52467243,38.778695291
"1364",45055,-80.5902826682,34.3387461475
"1365",37073,-76.7004871776,36.444934904
"1366",8089,-103.716448431,37.9026926585
"1367",41019,-123.179539841,43.2853462487
"1368",42089,-75.3395003181,41.0580573525
"1369",5101,-93.2178802754,35.9199642067
"1370",38019,-98.4648525459,48.7722929314
"1371",40103,-97.2304995259,36.3885977521
"1372",20063,-100.482894232,38.9161038074
"1373",22077,-91.6007659185,30.7093587289
"1374",31067,-96.6894548868,40.261928473
"1375",1115,-86.3147098737,33.7156846346
"1376",28123,-89.5376556584,32.4064029097
"1377",13095,-84.2162852834,31.5333655883
"1378",18061,-86.1112613718,38.1950639417
"1379",16017,-116.601086898,48.300044067
"1380",13047,-85.1382349113,34.9036094457
"1381",22059,-92.1604013117,31.6767050864
"1382",23027,-69.1218754744,44.4852657209
"1383",24027,-76.9311567312,39.2506840095
"1384",49035,-111.923592455,40.667343644
"1385",9003,-72.7328155188,41.8064162338
"1386",9015,-71.9875071618,41.8300478268
"1387",12087,-81.1856475724,25.0468029899
"1388",39157,-81.4737781251,40.4409424407
"1389",36085,-74.1382323662,40.5623130728
"1390",39071,-83.6009604265,39.1847376941
"1391",27077,-94.904574403,48.7712117944
"1392",16011,-112.398075015,43.2165398842
"1393",72023,-67.1857158423,18.0232663322
"1394",72069,-65.7878063796,18.1332904784
"1395",72077,-65.9088858192,18.2233732733
"1396",45045,-82.3707202072,34.8943991126
"1397",46085,-99.8473937967,43.8958264247
"1398",55121,-91.3584251632,44.303939395
"1399",6113,-121.901689447,38.6866922682
"1400",48431,-101.050018108,31.8278979668
"1401",48495,-103.048171943,31.8500499926
"1402",46071,-101.628167041,43.6942015834
"1403",49041,-111.804528664,38.7477645015
"1404",51036,-77.059117854,37.3543383473
"1405",1023,-88.2632044567,32.0196150176
"1406",18083,-87.4181413293,38.689073695
"1407",31047,-99.8195649354,40.8699409888
"1408",20057,-99.8879417596,37.6916966392
"1409",38105,-103.480272649,48.3436687162
"1410",38017,-97.2479695062,46.9330313196
"1411",17069,-88.2669222855,37.5182026218
"1412",31005,-101.695891332,41.5689032264
"1413",48163,-99.1082720953,28.8678038247
"1414",19103,-91.5880717276,41.6715318947
"1415",20133,-95.3068144218,37.5584886104
"1416",21089,-82.9222294219,38.545673685
"1417",20107,-94.8429160172,38.2122664943
"1418",49017,-111.443151441,37.8548986708
"1419",32011,-116.268573407,39.9838870611
"1420",31085,-101.061844576,40.5247868632
"1421",8095,-102.3575827,40.5938742782
"1422",5013,-92.502994401,33.5580804197
"1423",2090,-146.565458203,64.8077490842
"1424",21101,-87.5731344352,37.7958163917
"1425",28051,-90.0920433967,33.1235568253
"1426",28105,-88.8792905415,33.4249640583
"1427",72037,-65.5592291314,18.2684120292
"1428",72047,-66.3279568423,18.3042286939
"1429",30027,-109.224453291,47.2635587572
"1430",24023,-79.2729988408,39.5289089701
"1431",22119,-93.3349717332,32.7134269541
"1432",26059,-84.5929214009,41.8877504477
"1433",21141,-86.8789361519,36.8596961158
"1434",46033,-103.451566435,43.6776311234
"1435",33013,-71.6802806946,43.2974966604
"1436",42133,-76.7264991211,39.9199245013
"1437",37161,-81.9197731138,35.4025641836
"1438",46005,-98.2781292103,44.4144672946
"1439",1043,-86.8676250173,34.1319701173
"1440",13097,-84.7679260154,33.7018454686
"1441",31097,-96.2651170745,40.3926329484
"1442",37187,-76.5693045436,35.8392583758
"1443",46075,-100.689753059,43.960663758
"1444",37007,-80.1027436264,34.9737815468
"1445",2100,-135.460623124,59.0711296601
"1446",38007,-103.37644088,47.0234466431
"1447",31003,-98.0666636423,42.1768890939
"1448",29073,-91.5079541552,38.4408363798
"1449",21031,-86.6817930947,37.2072606203
"1450",78020,-64.7377451732,18.3275926913
"1451",56005,-105.548318898,44.2483340627
"1452",13211,-83.4923640002,33.5908442375
"1453",5037,-90.7712445607,35.2957416126
"1454",5107,-90.8480165591,34.4283193465
"1455",22093,-90.7963038534,30.0263073457
"1456",6115,-121.351178707,39.2690997845
"1457",1117,-86.6606677544,33.2642717971
"1458",8091,-107.769333922,38.1555234101
"1459",35009,-103.347022411,34.574185919
"1460",40149,-98.9922107349,35.2903680775
"1461",37135,-79.1206533099,36.0611250329
"1462",18131,-86.6987769631,41.0418234883
"1463",26019,-86.3006540314,44.6445798312
"1464",36029,-78.7796287484,42.7582613898
"1465",24031,-77.204208224,39.136364436
"1466",51013,-77.1010519364,38.8786021451
"1467",51035,-80.7338983132,36.7315564231
"1468",29183,-90.6748843689,38.7819240172
"1469",6069,-121.074960277,36.6056907981
"1470",24035,-76.0850530727,39.0375886927
"1471",20013,-95.5641989278,39.8264950265
"1472",13031,-81.7431475827,32.3967857847
"1473",21071,-82.7456870636,37.5571831178
"1474",30007,-111.495537885,46.3324433629
"1475",13309,-82.7245780117,32.1169418663
"1476",37049,-77.0819998116,35.1176996681
"1477",29087,-95.2155437923,40.0944359455
"1478",48295,-100.27312588,36.2776898765
"1479",41009,-123.088259476,45.9437952552
"1480",45041,-79.702803669,34.0244004359
"1481",38061,-102.355645014,48.2013246702
"1482",49053,-113.504693129,37.2803967127
"1483",30003,-107.489846682,45.4233800891
"1484",42047,-78.6490632943,41.4252315924
"1485",31165,-103.758870305,42.4877189986
"1486",28031,-89.5526026388,31.6332098301
"1487",72099,-67.0806827537,18.3779751953
"1488",18013,-86.2273754781,39.196216447
"1489",18019,-85.7072660696,38.4772450813
"1490",21021,-84.86681931,37.6243793062
"1491",21065,-83.964296815,37.6924580147
"1492",48087,-100.270067592,34.9648725986
"1493",48089,-96.5262564466,29.6208345907
"1494",17063,-88.4184698355,41.2850952811
"1495",27081,-96.2670924521,44.4125665449
"1496",13109,-81.886859792,32.156755058
"1497",48497,-97.6544527991,33.2158942399
"1498",2050,-160.195259067,60.8490958258
"1499",13307,-84.5510671339,32.0466561735
"1500",13169,-83.5605133357,33.0251460686
"1501",13135,-84.023637241,33.9617106776
"1502",55095,-92.4413825176,45.4614152302
"1503",55045,-89.6022381575,42.6800116795
"1504",72107,-66.433993577,18.2148558206
"1505",36079,-73.7494952561,41.426655704
"1506",51700,-76.5163589557,37.076012139
"1507",8011,-103.071706678,37.955084465
"1508",40065,-99.4148248698,34.5879365593
"1509",30089,-115.133284008,47.6747914091
"1510",48173,-101.520805276,31.8694630477
"1511",5047,-93.8906081604,35.5123598831
"1512",40093,-98.5359168968,36.3116360095
"1513",47125,-87.3828652979,36.496865633
"1514",53051,-117.273990795,48.5323149345
"1515",38055,-101.321814179,47.6069612442
"1516",41027,-121.651080784,45.5190061584
"1517",19197,-93.7351475448,42.7331228397
"1518",48419,-94.1449212271,31.7924208166
"1519",29055,-91.3039429067,37.9763825983
"1520",51017,-79.7410311213,38.05863999
"1521",27111,-95.7080113551,46.4087910458
"1522",22075,-89.4819328444,29.3806955503
"1523",28115,-89.0374003748,34.2254456874
"1524",22067,-91.8018025569,32.8202173111
"1525",21029,-85.6959344916,37.9701472848
"1526",1047,-87.1064849246,32.3259372507
"1527",48093,-98.5582720906,31.9479808879
"1528",30053,-115.405068136,48.5424851194
"1529",72129,-65.9765325806,18.1479774062
"1530",72135,-66.2464971043,18.3625880959
"1531",27021,-94.3253522226,46.9495990614
"1532",8007,-107.048292907,37.193609113
"1533",28163,-90.3964436786,32.7803411935
"1534",55087,-88.4649115243,44.416090441
"1535",29107,-93.785587022,39.0655718269
"1536",37195,-77.9186409964,35.7051406708
"1537",39117,-82.7940595639,40.524076123
"1538",30039,-113.440335679,46.4044763279
"1539",38031,-98.8830370591,47.4570617039
"1540",5033,-94.2428735585,35.5890740225
"1541",48053,-98.1824475133,30.7882846386
"1542",29186,-90.1944499633,37.8944360852
"1543",48179,-100.812559189,35.4011659692
"1544",17109,-90.6779071787,40.4562133025
"1545",19137,-95.1564013197,41.0301388282
"1546",5067,-91.2145273693,35.5992154495
"1547",48229,-105.386450839,31.4561611972
"1548",22079,-92.533220346,31.1985943317
"1549",31111,-100.745239736,41.0477643648
"1550",48067,-94.3435472992,33.0775345799
"1551",47079,-88.3011921831,36.3318300156
"1552",37061,-77.9330000162,34.9365631182
"1553",37087,-82.982183835,35.5560535089
"1554",27037,-93.0654170676,44.6718626444
"1555",41025,-118.967893765,43.0640820331
"1556",72095,-65.8954313601,17.9979916139
"1557",55001,-89.7704063199,43.9695445226
"1558",29045,-91.7383837079,40.4103582293
"1559",21015,-84.7278912271,38.9698875034
"1560",21229,-85.1747475627,37.753442331
"1561",22009,-92.001360046,31.0762340541
"1562",28137,-89.9448188541,34.6503244158
"1563",29227,-94.4220986794,40.4791308242
"1564",31163,-98.9762246212,41.2205848641
"1565",46021,-100.051617799,45.7711310706
"1566",46063,-103.495773941,45.5803490259
"1567",26057,-84.6049100959,43.2927376233
"1568",19175,-94.2423973136,41.0277152809
"1569",17127,-88.7077050587,37.2189967994
"1570",31113,-100.482851541,41.5664754723
"1571",31121,-98.0380030368,41.1690463133
"1572",31161,-102.408968389,42.504767808
"1573",21039,-88.9709300087,36.8532336965
"1574",56025,-106.79850293,42.9622350035
"1575",13321,-83.8508868694,31.5515045433
"1576",18109,-86.4462222707,39.4815590102
"1577",48139,-96.7945367485,32.3484012967
"1578",13229,-82.2128560865,31.3588147868
"1579",60010,-170.627315392,-14.267450314
"1580",18053,-85.6547202612,40.5158258355
"1581",12035,-81.2929877241,29.4711183183
"1582",28077,-90.106992844,31.5502199066
"1583",22127,-92.6367011656,31.9442571487
"1584",17073,-90.1314301822,41.3531262079
"1585",41041,-123.90760609,44.6458253889
"1586",23031,-70.6702252662,43.4292561823
"1587",46029,-97.188630631,44.9778478454
"1588",13231,-84.3892148884,33.092275388
"1589",13259,-84.8351976171,32.0784698924
"1590",34025,-74.1582031248,40.2875159722
"1591",5021,-90.4174314854,36.3683843187
"1592",5045,-92.3320195746,35.1470346709
"1593",40041,-94.8026605718,36.4081859064
"1594",19107,-92.1786515201,41.3364404874
"1595",17061,-90.3904840926,39.3562199621
"1596",27075,-91.4088478471,47.5231747732
"1597",13285,-85.0283313847,33.0335275691
"1598",6023,-123.91578685,40.7049916932
"1599",47043,-87.3566959524,36.1490206359
"1600",27003,-93.2464385282,45.2732563394
"1601",46009,-97.8847036362,42.9883460872
"1602",47059,-82.8458084488,36.175358328
"1603",51183,-77.2618254344,36.9217304976
"1604",18141,-86.2898828428,41.6167103422
"1605",38067,-97.5517827161,48.7675243428
"1606",46007,-101.663990119,43.1949067594
"1607",22115,-93.1841473412,31.1082936094
"1608",23019,-68.649423309,45.4005172044
"1609",24041,-76.1786602076,38.749062106
"1610",13257,-83.2934926107,34.5539356574
"1611",6065,-115.993868973,33.7436815247
"1612",5005,-92.3369581166,36.287158835
"1613",28007,-89.5815353433,33.0862605722
"1614",19169,-93.4650533318,42.0362383801
"1615",20011,-94.8493050259,37.8552364039
"1616",51049,-78.2448704256,37.5121767399
"1617",45085,-80.3824165197,33.9161426423
"1618",2164,-156.544799492,58.2787523775
"1619",54109,-81.5491557827,37.6096300676
"1620",6029,-118.729902152,35.3428512331
"1621",48097,-97.2126387354,33.6392195805
"1622",45075,-80.8002778279,33.4389835043
"1623",55119,-90.5012322558,45.2115462714
"1624",27099,-92.7525047924,43.67145645
"1625",27101,-95.76324396,44.022120579
"1626",44007,-71.5785405092,41.8713690985
"1627",29161,-91.7923418281,37.8771439763
"1628",28117,-88.5201042862,34.6182801854
"1629",21235,-84.1451508718,36.7580969904
"1630",18149,-86.6476458968,41.280913011
"1631",48491,-97.6007560588,30.6480380141
"1632",72109,-65.9888223876,18.0007505591
"1633",19131,-92.7890249841,43.3564053338
"1634",13107,-82.3017351736,32.589711837
"1635",22025,-91.8470913979,31.6661342694
"1636",42025,-75.7088019304,40.9181648826
"1637",31133,-96.2370758432,40.131546016
"1638",47171,-82.4323719838,36.1107066674
"1639",45083,-81.9906920999,34.9312726523
"1640",55073,-89.7590816051,44.8982746846
"1641",32007,-115.357706436,41.1457827749
"1642",54007,-80.7192783477,38.6998613719
"1643",26165,-85.5784124639,44.3383561428
"1644",48079,-102.828440945,33.6041308084
"1645",42013,-78.3486340205,40.4809630511
"1646",29085,-93.320749073,37.9407855007
"1647",29009,-93.8290609113,36.7098775789
"1648",27123,-93.099603071,45.0170926687
"1649",5081,-94.2344153289,33.7005495101
"1650",32019,-119.189195445,39.0204116775
"1651",12071,-81.9154349729,26.5756845891
"1652",41033,-123.555487828,42.3655000303
"1653",72091,-66.487824635,18.4496090009
"1654",28113,-90.4041513003,31.1748979602
"1655",47031,-86.0747597279,35.49067811
"1656",16059,-113.933261357,44.9432831776
"1657",21183,-86.8488704986,37.4781809205
"1658",31153,-96.1119721056,41.112941092
"1659",13071,-83.7688646305,31.1883898116
"1660",27167,-96.4684114894,46.357157823
"1661",17157,-89.8253061009,38.052112809
"1662",23011,-69.7672481299,44.4091430044
"1663",51173,-81.5369722073,36.8437473311
"1664",35041,-103.480028733,34.0211792712
"1665",42111,-79.0282963287,39.9724431297
"1666",51191,-81.9598333455,36.7244686199
"1667",37081,-79.7889139948,36.0794740047
"1668",16001,-116.24115841,43.4511114184
"1669",40039,-99.0014930821,35.6388547897
"1670",39101,-83.1608735566,40.5872028917
"1671",17149,-90.8863179169,39.6225142552
"1672",17203,-89.2111658599,40.7882220081
"1673",13245,-82.0736761327,33.359668086
"1674",1107,-88.0886915222,33.2808364679
"1675",40045,-99.7546208063,36.2183631439
"1676",17145,-89.367012117,38.0837651484
"1677",19075,-92.7914367055,42.4018599561
"1678",8107,-106.991177751,40.485071107
"1679",34035,-74.616399841,40.5635099197
"1680",6011,-122.237003426,39.1775635047
"1681",17087,-88.8808727454,37.4596415165
"1682",8053,-107.300322777,37.8213464154
"1683",16031,-113.600097857,42.2838643543
"1684",27059,-93.2951804931,45.5614818962
"1685",42049,-80.0981134836,42.1174790158
"1686",28029,-90.4488866159,31.8691995575
"1687",48467,-95.8365255066,32.5636820976
"1688",51161,-80.0679645981,37.2692273446
"1689",51015,-79.1338546215,38.1644128675
"1690",2060,-156.98101655,58.733251854
"1691",49031,-112.127165891,38.3366277365
"1692",21161,-83.8241793025,38.5951725486
"1693",27009,-93.9988216988,45.6991326533
"1694",48129,-100.813981479,34.965409357
"1695",12005,-85.6326291107,30.237620095
"1696",1077,-87.6539783223,34.9013733077
"1697",18045,-87.2420093524,40.1209011895
"1698",17173,-88.8055202694,39.3911244851
"1699",17051,-89.024171261,39.0002066547
"1700",39127,-82.2361110067,39.7371492432
"1701",51590,-79.4086736977,36.5831993063
"1702",13011,-83.497386189,34.3541246742
"1703",13305,-81.9167767275,31.5513555774
"1704",40109,-97.4072164273,35.5515208022
"1705",40069,-96.6606475637,34.3164752746
"1706",37099,-83.1408272053,35.2875125296
"1707",49043,-110.955966092,40.8681683299
"1708",29167,-93.400550081,37.6164735045
"1709",32015,-117.03790487,39.9338124402
"1710",19191,-91.8437012174,43.2906789414
"1711",21023,-84.090227146,38.6888248558
"1712",55037,-88.3981964063,45.8484727027
"1713",54087,-81.3483193195,38.7140142141
"1714",27159,-94.9693909403,46.585753886
"1715",17201,-89.1608412946,42.3362699911
"1716",4007,-110.811711452,33.7997344122
"1717",24045,-75.6315937835,38.3693577615
"1718",21043,-83.0495423396,38.3181836331
"1719",37097,-80.8734996238,35.806703415
"1720",51083,-78.9366673543,36.7669935934
"1721",37091,-76.9807474414,36.3587170517
"1722",36057,-74.4397024818,42.9022837528
"1723",27113,-96.0366916721,48.0662402949
"1724",53073,-121.872798381,48.82961938
"1725",41021,-120.210694625,45.3782588777
"1726",34029,-74.2499351533,39.8659286631
"1727",5009,-93.0915587832,36.3085922913
"1728",40031,-98.4716600093,34.6621087944
"1729",48253,-99.8787183743,32.7399034376
"1730",48185,-95.9854708622,30.5435072708
"1731",26049,-83.7067148988,43.0217118977
"1732",22007,-91.0625709283,29.900780517
"1733",28013,-89.3364629947,33.9364450783
"1734",28041,-88.6391495785,31.2142194699
"1735",30017,-105.571707914,46.252699798
"1736",46109,-96.9461215457,45.6296428957
"1737",17141,-89.3206106648,42.0426519268
"1738",38077,-96.9482878522,46.2646007281
"1739",55005,-91.8483266182,45.4237227736
"1740",55051,-90.2644696842,46.3170395602
"1741",27157,-92.2302485436,44.2842727808
"1742",6015,-123.957760991,41.744930499
"1743",40127,-95.3758202164,34.4161976039
"1744",53007,-120.618908382,47.8692300594
"1745",26141,-83.5277485591,45.4493120338
"1746",40027,-97.3264246222,35.2030441431
"1747",36105,-74.7681269827,41.7164491806
"1748",37149,-82.1696249539,35.2793342901
"1749",37165,-79.4804741636,34.8408395815
"1750",37085,-78.8694233288,35.3686519254
"1751",37105,-79.1714685911,35.4752032367
"1752",18159,-86.0518513837,40.3113551781
"1753",20027,-97.1651737926,39.3497073257
"1754",40145,-95.5211760754,35.9610692176
"1755",30083,-104.561445205,47.7879232248
"1756",5003,-91.7683981153,33.191218556
"1757",5041,-91.2540207488,33.8332951139
"1758",72147,-65.4323472081,18.1252862217
"1759",47135,-87.8588959263,35.6426296598
"1760",27163,-92.8839360998,45.0387414083
"1761",51740,-76.3566615126,36.8590244149
"1762",42051,-79.6473680619,39.9199170586
"1763",54023,-79.1955125724,39.1051279573
"1764",51171,-78.5708910278,38.8582456058
"1765",48235,-100.98241812,31.3039192386
"1766",29025,-93.9827870489,39.6557350703
"1767",12107,-81.7442746628,29.6086650524
"1768",18025,-86.4516865376,38.2924779341
"1769",29111,-91.7221409949,40.0968845796
"1770",31075,-101.740534778,41.9149909468
"1771",72087,-65.9024452,18.4577674598
"1772",16071,-112.53934884,42.1949860249
"1773",17139,-88.6192833532,39.6414724131
"1774",21107,-87.5408807447,37.3087966754
"1775",16035,-115.6568277,46.6737281672
"1776",21013,-83.6740929081,36.7306507289
"1777",27035,-94.0708788249,46.4824076142
"1778",60050,-170.784520066,-14.335582343
"1779",72011,-67.131557501,18.287056772
"1780",4009,-109.887448972,32.9327539196
"1781",5123,-90.7477612317,35.0220071057
"1782",13101,-82.8939809995,30.7101050284
"1783",2070,-158.348268069,59.7139955074
"1784",20105,-98.2077120919,39.045306176
"1785",20183,-98.7854694434,39.7851494414
"1786",12065,-83.9005377886,30.4234981949
"1787",72041,-66.1608803071,18.173862996
"1788",28005,-90.8044523753,31.1744052639
"1789",5097,-93.6595212705,34.5387918176
"1790",26025,-85.005584948,42.2465328969
"1791",1029,-85.5187729561,33.6745667206
"1792",8123,-104.392539039,40.5548092239
"1793",40009,-99.6819260111,35.2687123589
"1794",6049,-120.725030368,41.5898302805
"1795",19153,-93.5735159199,41.6854907072
"1796",13179,-81.4562298616,31.807246659
"1797",48349,-96.4724614983,32.0469535677
"1798",48047,-98.2187104402,27.0315608682
"1799",47187,-86.8985324955,35.8937540525
"1800",56021,-104.68962439,41.3070624147
"1801",53003,-117.203050646,46.1917814812
"1802",27155,-96.471631417,45.772187535
"1803",17017,-90.2474244831,39.9735146136
"1804",13247,-84.0266236897,33.6542603427
"1805",42067,-77.402221152,40.5310239854
"1806",42083,-78.5690011378,41.8077408909
"1807",40049,-97.3093220814,34.7045865713
"1808",31021,-96.3286531765,41.8515672213
"1809",35045,-108.320613241,36.5085003209
"1810",36073,-78.2304331673,43.3822794748
"1811",22031,-93.7372628709,32.0554199811
"1812",6019,-119.649271833,36.7582051377
"1813",13105,-82.840071462,34.1167860305
"1814",1005,-85.393194253,31.8696227377
"1815",37017,-78.5636980637,34.6146233856
"1816",48111,-102.602173812,36.2778799575
"1817",17167,-89.6588603331,39.758167514
"1818",40035,-95.2084959796,36.7617583087
"1819",47035,-84.9983471492,35.9503504201
"1820",26137,-84.5989972349,45.0214543931
"1821",19161,-95.1054076337,42.3862580274
"1822",49015,-110.700657752,38.9967593422
"1823",53019,-118.51661341,48.4701601741
"1824",30109,-104.249154243,46.9653094498
"1825",35027,-105.459300398,33.7453069933
"1826",40021,-94.9996706745,35.9066072059
"1827",27173,-95.8683899959,44.7162316194
"1828",48231,-96.0854704984,33.1235948681
"1829",48335,-100.92122626,32.3062142336
"1830",48499,-95.3820746118,32.786328567
"1831",40113,-96.3984764179,36.6291847534
"1832",37039,-84.0634214352,35.1338361458
"1833",26107,-85.3246368364,43.6407768016
"1834",21195,-82.3958692875,37.469065354
"1835",12067,-83.1810869867,29.9854953323
"1836",37035,-81.215059177,35.6620272192
"1837",21025,-83.3241292076,37.5216541333
"1838",48075,-100.207579844,34.5291997001
"1839",29181,-90.8638888605,36.6528003069
"1840",17179,-89.5134186072,40.5075082784
"1841",48243,-104.140035148,30.7154721479
"1842",5135,-91.4798578454,36.1611454701
"1843",8069,-105.46110996,40.6664103965
"1844",37177,-76.1704631236,35.8693802931
"1845",27131,-93.2966805409,44.354262791
"1846",29219,-91.1607049008,38.7646289095
"1847",21227,-86.4238000783,36.9935636692
"1848",22017,-93.8824427081,32.5801616492
"1849",46121,-100.718421644,43.193367757
"1850",19127,-92.9987756436,42.0358545876
"1851",40141,-98.9242714016,34.3728966585
"1852",37113,-83.4221847617,35.1504773803
"1853",54063,-80.550574207,37.5603442158
"1854",18155,-85.0370084573,38.8261709915
"1855",21105,-88.9762020188,36.6781738145
"1856",1061,-85.8389885262,31.0950117761
"1857",17099,-88.8859489145,41.3439867087
"1858",19055,-91.3673586559,42.4712117097
"1859",20127,-96.6498499023,38.6874297578
"1860",19051,-92.4097203206,40.7476960331
"1861",16015,-115.730299675,43.989144671
"1862",55081,-90.6178143894,43.9456996145
"1863",37143,-76.4076277758,36.1772455923
"1864",12047,-82.9479823035,30.4964547944
"1865",2170,-149.580198867,62.3046692263
"1866",18035,-85.3969074895,40.2275071172
"1867",12075,-82.7886065379,29.2822253336
"1868",72063,-65.9793624008,18.2661986201
"1869",72065,-66.7976841986,18.440927958
"1870",28045,-89.4745434099,30.3938197513
"1871",13315,-83.4324360307,31.9729670526
"1872",22081,-93.3398855974,32.0931819218
"1873",47093,-83.9370003949,35.9932421289
"1874",23017,-70.7565799856,44.4997537517
"1875",29095,-94.3461169446,39.0084866265
"1876",13281,-83.7373222745,34.9166287151
"1877",28129,-89.5066865575,32.0177008292
"1878",16075,-116.760866561,44.0067360757
"1879",16079,-115.892375345,47.3529675242
"1880",37095,-76.1449209083,35.4080929523
"1881",19067,-92.7889737397,43.0599171104
"1882",21145,-88.7126478754,37.0540261453
"1883",21225,-87.9453377746,37.6584678179
"1884",46125,-97.148668923,43.3108636581
"1885",47029,-83.1211187482,35.9253424825
"1886",47067,-83.2217733402,36.5236587144
"1887",47071,-88.1844846946,35.1986806697
"1888",45067,-79.3625331426,34.0800875036
"1889",72057,-66.136349298,17.9734324999
"1890",22117,-90.0406124855,30.8533805217
"1891",29207,-89.9443266884,36.8556474535
"1892",13093,-83.7986875281,32.1571886193
"1893",27145,-94.6130638827,45.5521466926
"1894",31155,-96.6374143449,41.2263470913
"1895",27141,-93.7746647026,45.4439694074
"1896",46035,-98.1460074837,43.6747389421
"1897",47025,-83.6604453338,36.4858370313
"1898",48337,-97.7246680005,33.6756306997
"1899",48049,-98.9998018611,31.7742723401
"1900",55101,-87.6960949009,42.7511660123
"1901",55115,-88.7654383502,44.7891597599
"1902",19009,-94.9058266763,41.6845695993
"1903",48207,-99.7303050996,33.1782347879
"1904",40083,-97.4433027341,35.9193385991
"1905",36065,-75.4358539876,43.241720794
"1906",8065,-106.344854778,39.2023853928
"1907",40121,-95.7483996124,34.9239063284
"1908",54017,-80.7069297419,39.2691208279
"1909",54105,-81.3785962768,39.0224034945
"1910",33003,-71.2029959969,43.8738355315
"1911",54095,-80.8848346095,39.4652332841
"1912",69085,145.631116173,18.1182859222
"1913",27079,-93.7300957302,44.3713999175
"1914",53017,-119.691778095,47.7360982986
"1915",36009,-78.6788406157,42.2486089656
"1916",55027,-88.7074973987,43.4162854704
"1917",19105,-91.1314320413,42.1212318473
"1918",20007,-98.6847857758,37.2288317753
"1919",29169,-92.20765582,37.824620656
"1920",1045,-85.6110652246,31.4318115027
"1921",20109,-101.148396602,38.9173320975
"1922",6039,-119.762587876,37.2180847997
"1923",29075,-94.4099263893,40.21210514
"1924",31009,-99.976905627,41.9127699559
"1925",49009,-109.507591297,40.8872997343
"1926",56031,-104.965808183,42.1330485276
"1927",37071,-81.1802599066,35.2943751484
"1928",35019,-104.790637981,34.8633249294
"1929",30037,-109.175062849,46.3812872813
"1930",37101,-78.365688355,35.5178157997
"1931",6085,-121.696254913,37.2324267632
"1932",45019,-79.8968796677,32.8250436584
"1933",53005,-119.511143792,46.239859917
"1934",29001,-92.6007324621,40.1905551509
"1935",39043,-82.5763327923,41.4705866047
"1936",17183,-87.7328397331,40.1834095902
"1937",29189,-90.4434470222,38.6407109315
"1938",17007,-88.8233480948,42.3230711443
"1939",6103,-122.233920731,40.1257428649
"1940",55025,-89.4181347021,43.0672944945
"1941",48151,-100.402157101,32.7428195956
"1942",22085,-93.5546298412,31.563961154
"1943",17137,-90.201493552,39.7155732348
"1944",13235,-83.4759894517,32.2323752114
"1945",37015,-76.9666644547,36.0656026343
"1946",37167,-80.250985963,35.3119517798
"1947",47143,-84.9243410917,35.6087965133
"1948",37079,-77.6757171404,35.485016317
"1949",21131,-83.3812164115,37.0939897333
"1950",24039,-75.8535559878,38.0800266785
"1951",17123,-89.3447806671,41.0331678926
"1952",21143,-88.0832961762,37.0190744971
"1953",48095,-99.863976386,31.326484012
"1954",48081,-100.529922554,31.8885220339
"1955",47133,-85.2879963374,36.3450292883
"1956",26063,-82.855504996,43.91006967
"1957",26069,-83.0852876994,44.3370896219
"1958",13069,-82.8492483591,31.549275699
"1959",13299,-82.423699612,31.0536462369
"1960",38037,-101.63965524,46.3582724416
"1961",22051,-90.0977720409,29.6774836909
"1962",22103,-89.9545298795,30.4078000137
"1963",19083,-93.2404018429,42.3838829614
"1964",22023,-93.1988979226,29.8468793654
"1965",39027,-83.808366361,39.4149868014
"1966",27137,-92.4614672673,47.5898534301
"1967",39093,-82.1514867546,41.452493767
"1968",72143,-66.335613184,18.4353969903
"1969",19015,-93.9316412529,42.0364994495
"1970",48373,-94.830090843,30.7925988433
"1971",31051,-96.867711244,42.4930909537
"1972",24025,-76.2988277198,39.5364521442
"1973",45037,-81.9665661701,33.7722906933
"1974",51001,-75.7565963444,37.7649527665
"1975",55015,-88.2180627313,44.0815897312
"1976",21121,-83.8540759456,36.8907038437
"1977",26067,-85.0746078722,42.9450805558
"1978",37129,-77.8655841435,34.1815421276
"1979",47131,-89.1488255687,36.3582074064
"1980",21035,-88.2721895396,36.6211005755
"1981",51003,-78.5566742915,38.0229123323
"1982",47147,-86.8705637308,36.5254277758
"1983",51043,-77.9967590002,39.1122865816
"1984",53023,-117.545155207,46.4315317213
