fips,pop
16027,229849
16035,8756
16051,29871
16057,40108
16059,8027
16075,23951
16009,9298
16017,45739
16033,845
16037,4315
16039,27511
16043,13099
16065,39907
16079,12882
16049,16667
16081,12142
16077,7681
16087,10194
17067,17708
17119,262966
17063,51054
17091,109862
17131,15437
17043,922921
17167,194672
17003,5761
17129,12196
17157,31782
17099,108669
17031,5150233
17141,50643
17115,104009
17137,33658
17177,44498
17191,16215
17193,13537
17203,38459
17055,38469
17071,6646
17109,29682
17111,307774
17113,171517
17139,14501
17145,20916
17149,15561
17151,4177
17161,141879
17163,259686
17173,21634
17185,11520
17019,209689
17013,4739
17035,10766
17053,12961
17085,21235
17089,532403
17093,128990
17101,15678
17009,6578
17121,37205
17123,11438
17125,13359
17075,27114
17021,32304
17025,13184
17059,4828
17077,56750
17133,34637
17143,179179
17181,16653
17201,282572
17147,16344
17153,5335
17169,6768
17175,5342
17045,17161
17005,16426
17007,53544
17011,32628
17015,14305
17029,50621
17033,18667
17083,21773
17155,5739
17039,15638
17051,21336
17103,34096
17107,28618
17117,44926
17159,15513
17165,23491
17189,13887
17135,28414
17195,55175
17001,65435
17027,37562
17037,104897
17047,6395
17079,9610
17081,37684
17183,75758
17197,690743
17199,66597
17023,15441
17041,19465
17049,34008
17057,34340
17061,12969
17065,8116
17069,3821
17073,48913
17087,12417
17095,49699
17097,696535
17105,35648
17127,13772
17171,4951
17179,131803
17017,12147
17187,16844
18061,40515
18069,36520
18091,109888
18169,30996
18181,24102
18073,33562
18075,20436
18101,10255
18127,170389
18145,44729
18137,28324
18147,20277
18153,20669
18159,15148
18157,195732
18167,107038
18173,62998
18057,338011
18033,43475
18087,39614
18005,83779
18139,16581
18011,67843
18049,19974
18089,485493
18107,38338
18113,47744
18001,35777
18019,118302
18041,23102
18021,26225
18063,170311
18037,42736
18047,22758
18053,65769
18059,78168
18071,44231
18067,82544
18115,5875
18119,20799
18121,16937
18135,24665
18183,33964
18007,8748
18013,15092
18023,32399
18133,37576
18161,7054
19059,17258
19093,6860
19103,151140
19107,10246
19135,7707
19171,16854
19179,34969
19167,34855
19069,10070
19025,9668
19027,20165
19031,18627
19033,42450
19067,15642
19073,8888
19083,16846
19115,11035
19117,8600
19119,11755
19189,10354
19147,8886
19165,11454
19007,12426
19087,19954
19095,16184
19099,37185
19145,15107
19191,19991
19157,18504
19155,93206
19127,39369
19043,17549
19015,26234
19017,25062
19021,19620
19089,9158
19063,9208
19077,10689
19081,10630
19091,9558
19121,16338
19125,33253
19183,21965
19197,12562
19029,12836
19035,11235
19047,16820
19057,38967
19065,19650
19085,14049
19109,14813
19129,15109
19133,8615
19139,42664
19143,5958
19153,490161
19187,35904
19169,97117
19193,103107
19013,131228
19075,12232
19097,19439
19105,20681
19111,33657
19131,10586
19137,9917
19181,51466
19161,9721
19123,22095
19149,25177
19019,21175
19041,16016
19045,46429
19053,7870
19055,17011
19101,18295
19185,6441
19005,13687
19113,226706
19163,172943
19049,93453
19141,13753
20181,5917
20187,2006
20193,7777
20119,4033
20125,31829
20127,5620
20151,9164
20153,2530
20163,4920
20003,7858
20025,1994
20053,6102
20061,31670
20077,5436
20057,33619
20167,6856
20111,33195
20117,9707
20145,6414
20001,12369
20023,2657
20033,1700
20035,34908
20049,2530
20063,2636
20059,25544
20079,34429
20083,1794
20089,2879
20093,3838
20159,9537
20185,4156
20113,28542
20139,15949
20071,1232
20031,8179
20037,38818
20051,28553
20073,5982
20099,19618
20107,9703
20173,516042
20175,21428
20157,4636
20065,2482
20091,602401
20045,122259
20179,2521
20121,34237
20069,5988
20199,1518
20017,2648
20189,5485
20183,3583
20067,7150
20085,13171
20095,7152
20109,2794
20131,10231
20149,24383
20209,165429
20021,19939
20015,66911
20027,8002
20105,2962
20169,54224
20191,22836
20195,2803
20197,6931
20205,8525
20207,3138
20123,5979
20135,2750
20141,3421
20005,16073
20011,14534
20055,36467
20075,2539
20097,2475
20103,81758
20177,176875
20201,5406
20203,2119
20019,3250
20129,2587
20137,5361
20155,61998
20009,25779
20029,8786
20043,7600
20047,2798
20081,3968
20101,1535
20165,3036
20171,4823
20115,11884
20133,16007
20013,9564
20143,5704
20147,5234
20161,74232
20007,4427
20039,2827
20041,18466
20087,19043
21079,17666
21089,35098
21069,14581
21037,93584
21043,26797
21063,7517
21081,25069
21111,766757
21123,14398
21141,27102
21161,17070
21167,21933
21191,14590
21201,2108
21207,17923
21215,19351
21229,12095
21011,12500
21007,7888
21009,44249
21021,30060
21087,10941
21091,8722
21095,26010
21159,11195
21093,110958
21137,24549
21149,9207
21171,10650
21183,23994
21197,12359
21225,14381
21233,12942
21033,12747
21035,39001
21045,16159
21047,70461
21059,101511
21085,26427
21101,45210
21103,16126
21107,44686
21109,13329
21125,60813
21157,31100
21163,28572
21173,28157
21181,7269
21185,66799
21187,10901
21203,16695
21209,57004
21227,132896
21003,21315
21017,19788
21019,46718
21029,81676
21055,8806
21067,323152
21075,5969
21115,22188
21119,14806
21165,6489
21175,13309
21177,30622
21193,25758
21199,64979
21237,7157
21051,19901
21001,19202
21013,26032
21025,12630
21057,6614
21083,37266
21099,19035
21129,7403
21031,12879
21223,8471
21061,12150
21097,18886
21105,4380
21023,8303
21143,8210
21179,46233
21231,20333
21135,13275
21155,19273
21221,14651
21239,26734
21015,133581
21131,9877
21113,54115
21121,31145
21127,15317
21133,21553
21139,9194
21145,65418
21195,57876
21211,49024
21235,36264
21005,22747
21027,20477
21071,35589
21073,50991
21117,166998
21147,17231
21151,92987
21153,12161
21169,10071
21189,4415
21205,24460
21213,18572
21217,25769
21049,36263
21219,12294
21039,4760
21041,10631
21053,10218
21065,14106
21077,8869
22083,20122
22099,53431
22115,47429
22127,13904
22033,440059
22085,23884
22003,25627
22065,10951
22053,31368
22093,21096
22043,22389
22125,15568
22051,432493
22011,37497
22013,13241
22015,127039
22023,6973
22037,19135
22095,42837
22075,23197
22073,153279
22079,129648
22117,46194
22097,82124
22105,134758
22001,62045
22101,49348
22123,10830
22103,260419
22111,22108
22021,9918
22017,240204
22035,6861
22005,126604
22055,244390
22039,33395
22045,69830
22061,46742
22087,47244
22091,10132
22119,38340
22121,26465
22031,27463
22047,32511
22081,8442
22063,140789
22067,24874
22069,38158
22071,390144
22109,110461
22025,9494
22019,203436
22027,15670
22041,20015
22009,40144
22007,21891
22049,15744
22077,21730
22113,59511
22089,53100
22057,97614
22029,19259
22107,4334
22059,14892
23017,57975
23015,34634
23027,39715
23019,152148
23021,16785
23001,108277
23003,67055
23029,31379
23005,295003
23013,39772
23023,35856
23031,207641
23011,122302
23007,30199
23025,50484
23009,54987
24047,52276
24510,593490
24039,25616
24041,37181
24025,255441
24001,70416
24027,325690
24033,909327
24003,579234
24005,827370
24021,259547
24009,92525
24023,29014
24029,19422
24031,1050688
24013,168447
24035,50381
24037,113510
24017,163257
24019,31929
24043,151049
24045,103609
24015,102855
24011,33406
25025,803907
25001,212990
25007,17332
25017,1611699
25003,124944
25005,565217
25013,466372
25023,521202
25009,789034
25011,70180
25021,706775
25027,830622
25015,160830
25019,11399
26033,37349
26115,150500
26005,118081
26125,1257584
26059,45605
26003,9108
26121,173566
26127,26467
26089,21761
26087,87607
26035,30950
26151,41170
26083,2116
26073,69872
26131,5720
26139,291830
26157,52245
26001,10405
26007,28405
26067,64697
26079,18038
26111,83156
26021,153401
26129,20997
26135,8241
26165,33631
26039,14029
26037,79595
26043,25239
26057,40711
26063,30981
26065,292406
26091,98451
26105,29144
26109,22780
26117,63888
26113,15118
26149,60964
26147,159128
26159,75677
26161,367601
26011,14883
26015,61550
26027,51787
26071,11066
26019,17766
26143,24019
26153,8094
26163,1749343
26023,43517
26055,93088
26075,158510
26097,10799
26049,405813
26009,23324
26061,35684
26093,191995
26069,25127
26085,11853
26101,24558
26119,9328
26141,12592
26051,25449
26077,265066
26107,43453
26103,66699
26123,48980
26133,23460
26137,24668
26025,134159
26031,25276
26095,6229
26081,656955
26099,873972
26145,190539
26155,68122
26013,8209
26017,103126
26029,26143
26045,110268
26041,35784
26053,13975
26047,33415
27071,12229
27093,23222
27097,33386
27113,14119
27131,66972
27147,36649
27167,6207
27125,4055
27001,15886
27027,64222
27043,13653
27101,8194
27045,21067
27067,43199
27075,10641
27119,31364
27133,9315
27135,15165
27143,14865
27155,3259
27165,10897
27005,34423
27053,1265843
27011,4991
27015,25008
27023,11800
27021,29779
27029,8818
27049,46340
27057,21491
27059,40596
27063,9846
27091,19683
27099,40062
27105,21629
27115,29579
27109,158293
27141,97238
27159,13682
27009,40889
27019,105089
27047,30281
27061,45130
27085,35893
27121,11249
1099,20733
1079,32924
1081,164542
1093,29709
1107,19930
1119,12427
1073,658573
1023,12589
1059,31362
1091,18863
1113,57961
1019,26196
1039,37049
1041,13772
1047,37196
1077,92729
1085,9726
1087,18068
1083,98915
1117,217702
1115,89512
1133,23629
1003,223234
1043,83768
1051,81209
1069,105882
1071,51626
1121,79978
1125,209355
1129,16326
1027,13235
1031,52342
1103,119679
1109,33114
1021,44428
1033,55241
1037,10663
1045,49172
1065,14651
1055,102268
1049,71513
1053,36633
1075,13805
1111,22722
1013,19448
1097,413210
27123,550321
27149,9805
27151,9266
27169,50484
27033,11196
27139,149013
27039,20934
27157,21627
27117,9126
27035,65055
27107,6375
27171,138377
27103,34274
27041,38141
27051,5972
27069,4298
27079,28887
27087,5527
27025,56579
27127,15170
27173,9709
27153,24664
27007,47188
27013,67653
27055,18600
27073,6623
27077,3740
27111,58746
27161,18612
27137,199070
27003,356921
27145,161075
27037,429021
27081,5639
27083,25474
27089,9336
27095,26277
27129,14548
27163,262440
27017,35871
27031,5463
27065,16337
1105,8923
1127,63521
1029,14910
1035,12067
1063,8111
1005,24686
1007,22394
1011,10101
1015,113605
1017,33254
1025,23622
1057,16302
1101,226486
1095,96774
1009,57826
1067,17205
1089,372909
1001,55869
1123,40367
1061,26271
1131,10373
2016,5634
2150,12998
2188,7621
2050,18386
2185,9832
2220,8493
2090,96849
2130,13901
2170,108317
2180,10004
2070,4916
2100,2530
2110,31974
2997,2428
2240,6893
2290,5230
2020,288000
2013,3337
2068,2097
2261,9202
2122,58708
2230,1183
2198,6203
2275,2502
2195,3266
2158,8314
4019,1047279
4013,4485414
4007,54018
4009,38837
4023,46498
4003,125922
4012,21108
4015,212181
4001,71887
4005,143476
4025,235099
4027,213787
4011,9498
4017,110924
4021,462789
5099,8252
5021,14551
5037,16419
5039,7009
5043,18219
5027,23457
5121,17958
5125,122437
5141,16545
5009,37432
5065,13629
5063,37825
5079,13024
5083,21466
5053,18265
5035,47955
5047,17715
5045,126007
5109,10718
5069,66824
99999,8336817
2998,2727
